pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
ST,4/2/2024,84.6,-1.39,4.84,"Smith, Will",669257,657277,,foul,,,,,14,Will Smith strikes out swinging.,R,R,R,LAD,SF,S,,,1,2,2024,0.72,-0.14,1.27,1.39,,518692,,2,3,Bot,,,,,,,4.868691811,-123.2592748,-1.460528941,6.370701091,23.73310678,-33.57696618,3.35,1.63,2,54.3,-28,86,2580,7.1,746169,672275,527038,642731,656305,605113,624424,808982,573262,53.44,,,,,,,,27,4,Sweeper,2,2,2,2,2,2,2,2,Standard,Standard,52,0,0,,,,0,88,0,0,0.538,0.538,27,29,28,29,2,1,5,1,5,1,3.31,-0.72,-0.72,20.1
SI,4/2/2024,94.2,-0.75,6.12,"Schwarber, Kyle",656941,668933,field_out,hit_into_play,,,,,7,Kyle Schwarber lines out to left fielder Spencer Steer.,R,L,R,PHI,CIN,X,7,line_drive,0,1,2024,-1.09,0.79,-0.46,2.13,,,596117,2,5,Bot,78.63,73.39,,,,,3.108928858,-137.0359937,-6.330687018,-14.34521016,31.99602545,-21.0234284,3.35,1.6,332,99.8,21,93,2209,5.7,745598,663886,687952,663697,600869,682829,668715,666181,641584,54.76,0.383,0.495,0,1,0,0,5,38,2,Sinker,2,1,2,1,1,2,2,1,Infield shade,Standard,219,-0.022,-0.189,,,0.807,0.189,99.8,1,1,0.689,0.689,26,31,26,31,3,2,,1,6,1,1.79,1.09,-1.09,47.4
CU,4/2/2024,78.6,-2.03,6.1,"Seager, Corey",608369,621107,strikeout,swinging_strike,,,,,9,Corey Seager strikes out swinging.,R,L,R,TB,TEX,S,2,,1,2,2024,1.04,-1,0.39,1.56,,,,1,6,Top,,,,,,,3.348485752,-114.4236005,-1.07788111,8.38334551,23.52387642,-40.90270832,3.46,1.51,,,,78.9,2523,6.7,745111,650907,650490,678554,670623,676609,668227,642350,642708,53.77,,0,0,1,0,0,,43,4,Curveball,5,0,0,5,0,5,0,5,Infield shade,Standard,56,0.006,-0.115,,,,0.115,,5,-5,0.968,0.032,30,30,30,30,3,2,5,1,6,1,4.72,-1.04,1.04,34
FF,4/2/2024,95,-1.99,5.84,"Altuve, Jose",514888,621244,,called_strike,,,,,3,Jose Altuve walks.,R,R,R,HOU,TOR,S,,,2,0,2024,-0.75,1.29,0.36,2.85,,,,1,6,Bot,,,,,,,7.866970195,-138.098035,-5.035517336,-11.38620046,32.2070385,-14.75454247,2.89,1.25,,,,95.1,2253,6.5,746411,672386,665489,643396,676391,666182,676914,595281,543807,53.97,,,,,,,,40,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,223,0,-0.041,,,,0.041,,1,1,0.725,0.725,30,34,30,34,3,2,5,1,6,1,1.25,0.75,0.75,40
SI,4/2/2024,95.7,0.48,6.18,"Guerrero Jr., Vladimir",665489,664285,field_out,hit_into_play,,,,,9,"Vladimir Guerrero Jr.  grounds out, second baseman Jose Altuve to first baseman JosÃ© Abreu.",R,R,L,HOU,TOR,X,4,ground_ball,1,2,2024,1.5,0.03,0.81,2.18,,,,1,6,Top,142.89,151.58,,,,,-2.476904799,-139.1269467,-4.855018558,19.85704956,36.5229203,-30.7789125,3.65,1.74,5,100.2,-23,94.1,2053,5.8,746411,605170,547989,514888,608324,665161,670541,676801,663656,54.68,0.151,0.131,0,1,0,0,2,37,4,Sinker,1,0,0,1,0,1,0,1,Standard,Standard,146,0.026,-0.115,,,0.164,0.115,100.2,1,-1,0.703,0.297,30,25,31,25,3,2,5,1,26,1,2.5,1.5,-1.5,45.8
SL,4/2/2024,82.6,1.94,4.56,"Casas, Triston",671213,622072,strikeout,called_strike,,,,,13,Triston Casas called out on strikes.,R,L,L,OAK,BOS,S,2,,2,2,2024,-1.03,-0.34,-0.5,1.35,646240,622569,,1,3,Top,,,,,,,-3.536329341,-120.3573763,-0.170753364,-9.320023572,23.26225055,-35.61651825,3.48,1.73,,,,82.4,2043,6,745680,669127,676116,680869,605204,669397,664913,668709,671732,54.46,,0,0,1,0,0,,23,6,Slider,2,3,3,2,3,2,3,2,Strategic,Standard,319,0.075,-0.547,,,,0.547,,-1,1,0.299,0.701,33,24,33,24,2,1,5,1,7,1,3.67,-1.03,-1.03,15.8
KC,4/2/2024,79.8,-3.22,5.63,"Stanton, Giancarlo",519317,668678,,ball,,,,,14,Giancarlo Stanton strikes out swinging.,R,R,R,AZ,NYY,B,,,0,2,2024,0.51,-0.8,0.48,0.1,,,,1,4,Top,,,,,,,7.221794215,-115.9804904,-3.945346573,3.300820864,20.97364405,-38.88758352,3.48,1.56,,,,80.5,2378,6.8,747220,672515,572233,606466,553993,672695,666971,678489,664983,53.72,,,,,,,,29,3,Knuckle Curve,3,0,0,3,0,3,0,3,Standard,Standard,29,0,0.013,,,,-0.013,,3,-3,0.845,0.155,28,34,29,35,2,1,5,1,6,3,4.38,-0.51,-0.51,42.7
FF,4/2/2024,92.7,0.82,5.9,"McCarthy, Jake",664983,641482,,ball,,,,,14,Jake McCarthy singles on a line drive to right fielder Juan Soto.,R,L,L,AZ,NYY,B,,,2,2,2024,0.27,1.54,0.03,1.31,,,,1,4,Bot,,,,,,,-2.611002624,-134.7830049,-9.21826348,3.837990533,28.29458773,-11.66537311,3.43,1.66,,,,92.2,2242,6,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.55,,,,,,,,32,5,4-Seam Fastball,3,0,3,0,0,3,3,0,Infield shade,Standard,157,0,0.068,,,,-0.068,,3,3,0.858,0.858,29,26,30,27,2,1,5,1,6,3,1.11,0.27,0.27,54.3
KC,4/2/2024,82.5,-1.5,5.69,"Rojas, Josh",668942,669456,,called_strike,,,,,4,Josh Rojas strikes out swinging.,R,L,R,SEA,CLE,S,,,1,1,2024,0.61,-0.96,-0.69,2.51,,664034,,1,5,Bot,,,,,,,0.662689976,-120.2337138,1.133398946,5.758099085,23.2467565,-41.88881926,3.41,1.67,,,,83.3,2142,6.8,745273,595978,647304,665926,608070,677587,680757,671289,686823,53.75,,,,,,,,41,3,Knuckle Curve,0,4,0,4,4,0,0,4,Standard,Standard,40,0,-0.076,,,,0.076,,-4,-4,0.124,0.124,29,30,29,30,2,1,5,2,,3,4.29,-0.61,0.61,45.5
CH,4/2/2024,86.8,-2,5.23,"Butler, Lawrence",671732,678394,,foul,,,,,4,Lawrence Butler pops out to third baseman Rafael Devers in foul territory.,R,L,R,OAK,BOS,S,,,0,0,2024,-1.16,0.37,-0.52,2.53,,667670,,2,4,Bot,,,,,,,5.923258268,-126.3854935,-1.077498321,-13.65123192,23.91546575,-28.15270567,3.55,1.7,3,64.2,-43,87.1,1874,6.3,745680,657136,666915,622569,646240,596115,680776,678882,641933,54.22,,,,,,,,37,1,Changeup,4,3,4,3,3,4,4,3,Infield shade,Standard,249,0,-0.045,,,,0.045,88,1,1,0.677,0.677,25,23,25,24,2,1,5,1,7,1,2.63,1.16,-1.16,29.1
SL,4/2/2024,87.5,-2.25,6.64,"Cronenworth, Jake",630105,571945,field_out,hit_into_play,,,,,6,Jake Cronenworth lines out softly to shortstop Masyn Winn.,R,L,R,SD,STL,X,6,line_drive,0,1,2024,0.32,0.34,0.77,2.3,,,665487,0,5,Bot,126.75,133.04,,,,,6.599111534,-127.2699341,-5.077435445,2.261028465,23.86284948,-27.64392356,3.28,1.57,171,61.8,24,87.6,2285,6.2,745439,575929,502671,680977,571448,691026,672279,687363,691023,54.31,0.569,0.512,0,1,0,0,4,38,2,Slider,2,1,2,1,1,2,2,1,Standard,Standard,157,-0.031,-0.305,,,0.582,0.305,88,1,1,0.746,0.746,35,30,36,30,3,2,5,1,6,1,2.62,-0.32,0.32,48
CU,4/2/2024,74.7,3.36,4.8,"Conforto, Michael",624424,642232,,foul,,,,,6,Michael Conforto singles on a ground ball to third baseman Max Muncy.,R,L,L,LAD,SF,S,,,0,2,2024,-0.66,1.09,0.38,2.57,,,,0,6,Top,,,,,,,-5.007061512,-108.7450425,0.688574239,-4.341659089,19.49134252,-23.89921456,3.17,1.51,115,60.8,15,75.3,2111,6.7,746169,669257,518692,666158,571970,605141,571771,681546,606192,53.77,,,,,,,,46,3,Curveball,5,3,3,5,3,5,3,5,Infield shade,Standard,257,0,0,,,,0,88,2,-2,0.789,0.211,32,31,33,31,2,2,5,1,5,1,3,-0.66,-0.66,12.4
FF,4/2/2024,93.9,-1.83,5.28,"Dunn, Oliver",686554,686973,,ball,,,,,11,Oliver Dunn walks.   Rhys Hoskins to 2nd.,R,L,R,MIL,MIN,B,,,2,1,2024,-0.52,1.57,-0.02,4.48,,,656555,2,3,Bot,,,,,,,5.881305211,-136.5971995,0.208721898,-7.79830692,31.56860773,-12.85032382,3.25,1.58,,,,94.7,2206,6.9,746009,543877,467793,666397,650489,621043,670242,621439,596146,53.62,,,,,,,,26,4,4-Seam Fastball,2,0,2,0,0,2,2,0,Infield shade,Standard,207,0,0.066,,,,-0.066,,2,2,0.754,0.754,26,26,27,27,2,1,,2,7,1,1.03,0.52,-0.52,38
FF,4/2/2024,94.5,-1.63,5.9,"Lopez, Nicky",670032,625643,single,hit_into_play,,,,,11,Nicky Lopez singles on a ground ball to left fielder Adam Duvall.,R,L,R,CWS,ATL,X,7,ground_ball,1,1,2024,-0.35,1.41,-0.03,3.59,,,,2,5,Bot,89.64,113.27,,,,,4.953890302,-137.6397078,-3.525851687,-5.46857864,29.58071702,-13.63892949,3.09,1.41,62,90.5,1,95.2,2028,6.5,746814,644433,621566,645277,663586,606115,594807,671739,660670,53.95,0.351,0.327,0.9,1,1,0,2,35,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,206,0.017,0.133,,,0.425,-0.133,90.5,0,0,0.514,0.514,30,29,30,29,2,1,,1,7,2,1.13,0.35,-0.35,41.9
SL,4/2/2024,87.2,-0.95,6.22,"Schwarber, Kyle",656941,668933,,foul,,,,,14,Kyle Schwarber lines out to left fielder Spencer Steer.,R,L,R,PHI,CIN,S,,,0,0,2024,0.95,0.06,1.17,2.33,,,596117,2,5,Bot,,,,,,,3.100944716,-126.9965482,-3.268255927,9.607728992,26.96723069,-31.09538322,3.35,1.6,,,,85.9,2756,5.5,745598,663886,687952,663697,600869,682829,668715,666181,641584,55.02,,,,,,,,38,1,Slider,2,1,2,1,1,2,2,1,Infield shade,Strategic,68,0,-0.039,,,,0.039,,1,1,0.689,0.689,26,31,26,31,3,2,,1,6,1,2.95,-0.95,0.95,43.7
SI,4/2/2024,93.4,1.13,6.27,"Loftin, Nick",679845,608344,,ball,,,,,13,Nick Loftin walks.,R,R,L,BAL,KC,B,,,2,2,2024,1.54,0.64,-1.69,1.96,,,,2,4,Top,,,,,,,-10.73534025,-135.347206,-6.731509637,21.37070768,31.66928837,-22.92372748,3.45,1.56,,,,93.6,2063,6.8,747057,668939,663624,643393,676059,683002,681297,656775,656811,53.69,,,,,,,,29,5,Sinker,1,3,3,1,3,1,3,1,Standard,Standard,139,0,0.041,,,,-0.041,,-2,2,0.291,0.709,30,25,30,26,2,1,,1,8,2,2.01,1.54,-1.54,43.1
FF,4/2/2024,90.3,3.13,4.88,"Mead, Curtis",678554,571760,field_out,hit_into_play,,,,,6,Curtis Mead flies out to right fielder Adolis GarcÃ­a.,R,R,L,TB,TEX,X,9,fly_ball,2,0,2024,1.51,1.03,0.35,2.74,,,,1,4,Bot,167,59.55,,,,,-10.1869353,-130.9784915,-1.479489485,19.6321887,30.34145412,-20.2898998,3.48,1.63,360,98.6,33,90.3,2327,6.7,745111,641680,665120,543760,669701,608369,694497,665750,666969,53.82,0.283,0.519,0,1,0,0,5,30,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,124,-0.015,-0.232,,,1.017,0.232,98.6,1,1,0.67,0.67,33,23,33,24,2,1,,1,6,1,1.81,1.51,-1.51,26.1
FF,4/2/2024,94.9,-2.04,5.21,"Hedges, Austin",595978,622491,,called_strike,,,,,12,"Austin Hedges grounds out, shortstop J.  P. Crawford to first baseman Ty France.",R,R,R,SEA,CLE,S,,,0,0,2024,-0.94,1.25,0.8,3.32,,,,2,4,Top,,,,,,,9.345847633,-137.8228745,-2.041306721,-14.05030375,31.64701322,-15.97670117,3.13,1.41,,,,93.1,2102,5.4,745273,663728,664034,593871,668942,641487,686527,677594,571745,55.08,,,,,,,,28,1,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,235,0,-0.016,,,,0.016,,-3,3,0.197,0.803,31,31,32,32,2,1,5,3,6,6,1.29,0.94,0.94,20.6
FS,4/2/2024,87.3,-1.98,5.43,"Contreras, Willson",575929,506433,home_run,hit_into_play,,,,,8,Willson Contreras homers (2) on a fly ball to right center field.    Brendan Donovan scores.,R,R,R,SD,STL,X,,fly_ball,1,1,2024,-0.32,0.13,0.23,1.75,,,680977,2,6,Top,172.42,30.89,,,,,6.05327588,-127.0210607,-2.982230613,-4.666622036,25.79446303,-30.34389526,3.35,1.55,420,106.7,26,88.3,1535,6.9,745439,669134,630105,593428,642180,673490,595777,701538,665487,53.58,0.966,1.935,2,1,0,3,6,44,3,Split-Finger,2,1,1,2,3,2,3,2,Standard,Standard,219,-0.333,1.882,,,3.74,-1.882,106.7,1,-1,0.708,0.292,37,32,38,32,3,2,5,1,6,1,2.86,0.32,0.32,41.3
CH,4/2/2024,78.7,1.53,6.33,"Fortes, Nick",663743,542881,,called_strike,,,,,6,Nick Fortes lines out to pitcher Tyler Anderson.,R,R,L,MIA,LAA,S,,,1,0,2024,1.23,0.97,0.67,2.26,,,,0,6,Bot,,,,,,,-4.13533336,-114.5324788,-3.766507419,11.57338468,22.68917747,-23.13168953,3.25,1.61,,,,78.5,1918,6.3,746086,681351,694384,592273,543685,687263,621493,545361,543305,54.21,,,,,,,,42,2,Changeup,0,3,0,3,3,0,0,3,Standard,Standard,140,0,-0.044,,,,0.044,,-3,-3,0.151,0.151,34,27,35,28,2,1,,2,6,1,2.73,1.23,-1.23,59.2
FF,4/2/2024,88.6,-1.42,5.95,"Steer, Spencer",668715,605513,,ball,,,,,11,Spencer Steer singles on a sharp line drive to center fielder Johan Rojas.,R,R,R,PHI,CIN,B,,,0,0,2024,0.04,0.72,-1.2,4.26,,,,0,5,Top,,,,,,,0.467001814,-129.1050898,0.402250602,0.314737674,25.82767903,-24.4056896,3.37,1.6,,,,88.8,2267,6.2,745598,596117,547180,681082,664761,607208,669016,679032,592206,54.25,,,,,,,,31,1,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,199,0,0.034,,,,-0.034,,1,-1,0.644,0.356,31,26,32,27,2,1,,1,6,1,2.17,-0.04,-0.04,25.4
FC,4/2/2024,88.6,2.19,6.36,"Arcia, Orlando",606115,676979,single,hit_into_play,,,,,5,Orlando Arcia singles on a sharp line drive to left fielder Andrew Benintendi.   Adam Duvall to 2nd.,R,R,L,CWS,ATL,X,7,line_drive,1,1,2024,-0.38,0.16,0.04,2.36,,,594807,2,5,Top,65.35,87.59,,,,,-4.539245222,-129.0839817,-4.178815885,-3.397723153,24.66725364,-29.71682893,3.49,1.64,268,104.6,13,90.5,2676,7.2,746814,455117,683734,670032,660162,669699,643217,673357,666150,53.31,0.857,0.856,0.9,1,1,0,4,31,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,214,-0.027,0.313,,,1.141,-0.313,104.6,0,0,0.534,0.466,25,29,25,30,2,1,5,1,5,3,2.71,-0.38,0.38,42
ST,4/2/2024,85.1,-1.33,4.87,"Smith, Will",669257,657277,,called_strike,,,,,14,Will Smith strikes out swinging.,R,R,R,LAD,SF,S,,,1,1,2024,0.61,0,1.06,1.64,,518692,,2,3,Bot,,,,,,,4.452132739,-123.932867,-1.279315583,5.40788871,24.76509515,-32.13059324,3.44,1.61,,,,86.4,2503,7.1,746169,672275,527038,642731,656305,605113,624424,808982,573262,53.4,,,,,,,,27,3,Sweeper,2,2,2,2,2,2,2,2,Standard,Standard,50,0,-0.066,,,,0.066,,0,0,0.538,0.538,27,29,28,29,2,1,5,1,5,1,3.14,-0.61,-0.61,18.9
CU,4/2/2024,82.7,-2.09,5.99,"Rutschman, Adley",668939,679525,field_out,hit_into_play,,,,,5,Adley Rutschman flies out to shortstop Bobby Witt Jr.,R,L,R,BAL,KC,X,6,fly_ball,1,0,2024,0.71,-0.48,0.16,2.65,,,,1,6,Bot,107.15,120.87,,,,,3.739686968,-120.3795175,-0.153957882,6.117646077,24.44277757,-37.0492075,3.39,1.65,204,80.7,54,82.3,2607,6.1,747057,666023,686469,641658,672580,677951,676369,664728,592669,54.37,0.014,0.013,0,1,0,0,3,49,2,Curveball,1,4,1,4,4,1,1,4,Infield shade,Standard,52,-0.017,-0.186,,,0.016,0.186,88,-3,-3,0.125,0.125,26,26,26,26,3,2,,1,5,1,3.83,-0.71,0.71,37.7
SI,4/2/2024,90.2,-1.51,6.07,"De La Cruz, Elly",682829,620982,double,hit_into_play,,,,,4,Elly De La Cruz doubles (1) on a sharp line drive to left fielder Brandon Marsh.   Jake Fraley to 3rd.,R,L,R,PHI,CIN,X,7,line_drive,0,0,2024,-1.22,0.52,-0.42,2.68,,,641584,0,9,Top,47.74,61.52,,,,,5.298781311,-131.1459125,-3.50855311,-15.25911782,30.01105891,-25.63692315,3.68,1.77,346,106.2,19,89.5,1804,6.1,745598,596117,547180,681082,664761,607208,669016,679032,592206,54.44,0.611,0.824,1.25,1,1,1,6,71,1,Sinker,9,2,2,9,2,9,2,9,Standard,Standard,231,-0.005,1.099,,,1.382,-1.099,106.2,7,-7,0.998,0.002,30,22,30,22,2,3,,1,7,1,2.31,1.22,-1.22,44
SL,4/2/2024,83.9,2.15,6,"Drury, Brandon",592273,666200,,foul,,,,,8,"Brandon Drury grounds out, shortstop Tim Anderson to first baseman Jake Burger.",R,R,L,MIA,LAA,S,,,1,2,2024,0.17,0.06,0.1,2.17,,,,0,5,Top,,,,,,,-5.011691152,-122.2044273,-2.616562125,2.677160641,22.77461568,-31.2993531,3.65,1.8,251,87.8,47,83,2324,5.5,746086,663743,669394,650333,681146,641313,650559,665862,541645,55.01,,,,,,,,28,4,Slider,0,1,1,0,1,0,1,0,Standard,Standard,325,0,0,,,,0,88,-1,1,0.356,0.644,26,31,27,32,2,1,5,1,6,1,3.16,0.17,-0.17,41.6
SL,4/2/2024,85.1,2.89,5.42,"Amaya, Miguel",665804,607536,,foul,,,,,13,"Miguel Amaya grounds out, third baseman Ryan McMahon to first baseman Michael Toglia.",R,R,L,CHC,COL,S,,,0,0,2024,-0.07,0.38,-1.18,1.65,,663611,,1,3,Bot,,,,,,,-9.502083547,-123.5931707,-3.300076642,1.214915037,24.98232878,-27.79002265,3.23,1.52,4,97.3,-23,85.9,2225,6.9,746898,553869,669911,663898,641857,678662,666134,686668,592178,53.57,,,,,,,,29,1,Slider,6,0,6,0,0,6,6,0,Strategic,Standard,139,0,-0.045,,,,0.045,97.3,6,6,0.966,0.966,31,25,31,25,2,1,5,2,6,1,2.78,-0.07,0.07,17.9
FF,4/2/2024,91.1,-1.83,5.86,"Toglia, Michael",669911,665871,,foul,,,,,6,Michael Toglia called out on strikes.,R,L,R,CHC,COL,S,,,0,0,2024,-0.78,1.34,0.71,2.93,,,678662,0,5,Top,,,,,,,8.091425185,-132.3427146,-4.272540258,-10.96776364,31.72637995,-15.75081506,3.74,1.81,126,89.3,71,91,1960,6.6,746898,665804,643265,663538,663611,621020,664023,641355,673548,53.9,,,,,,,,44,1,4-Seam Fastball,7,0,0,7,0,7,0,7,Standard,Standard,216,0,-0.063,,,,0.063,89.3,7,-7,0.973,0.027,26,25,27,26,2,1,,2,6,1,1.44,0.78,-0.78,48.3
CU,4/2/2024,75.2,3.39,4.8,"Conforto, Michael",624424,642232,,called_strike,,,,,4,Michael Conforto singles on a ground ball to third baseman Max Muncy.,R,L,L,LAD,SF,S,,,0,1,2024,-0.59,0.69,-0.61,2.37,,,,0,6,Top,,,,,,,-7.270007037,-109.3829088,0.901042185,-3.473063434,19.40474402,-27.03948565,3.21,1.51,,,,75.6,2097,6.6,746169,669257,518692,666158,571970,605141,571771,681546,606192,53.85,,,,,,,,46,2,Curveball,5,3,3,5,3,5,3,5,Infield shade,Standard,253,0,-0.049,,,,0.049,,2,-2,0.789,0.211,32,31,33,31,2,2,5,1,5,1,3.35,-0.59,-0.59,10.1
FC,4/2/2024,85.3,-1.72,6.02,"Tovar, Ezequiel",678662,665871,single,hit_into_play,,,,,2,Ezequiel Tovar singles on a line drive to left fielder Ian Happ.,R,R,R,CHC,COL,X,7,line_drive,3,2,2024,0.41,0.4,-0.26,2.83,,,,0,5,Top,88.7,88.25,,,,,2.615102165,-124.1686763,-2.013329254,3.708597233,25.32343255,-27.83235694,3.16,1.49,205,96.5,13,85.7,1933,6.6,746898,665804,643265,663538,663611,621020,664023,641355,673548,53.93,0.937,0.895,0.9,1,1,0,4,43,7,Cutter,7,0,0,7,0,7,0,7,Standard,Standard,159,-0.008,0.331,,,1.117,-0.331,96.5,7,-7,0.981,0.019,26,22,27,23,2,1,,1,6,1,2.73,-0.41,-0.41,53.1
SL,4/2/2024,77.8,1.37,6.14,"Loftin, Nick",679845,608344,,ball,,,,,14,Nick Loftin walks.,R,R,L,BAL,KC,B,,,1,2,2024,-0.5,-0.11,1.09,1.82,,,,2,4,Top,,,,,,,0.318866443,-113.2487769,-2.10815413,-4.329295859,22.63486135,-32.91518801,3.58,1.72,,,,77.5,2008,6.3,747057,668939,663624,643393,676059,683002,681297,656775,656811,54.2,,,,,,,,29,4,Slider,1,3,3,1,3,1,3,1,Standard,Standard,322,0,0.015,,,,-0.015,,-2,2,0.291,0.709,30,25,30,26,2,1,,1,8,2,3.9,-0.5,0.5,36.7
SI,4/2/2024,91.9,-1.06,4.99,"Smith, Will",669257,657277,,ball,,,,,14,Will Smith strikes out swinging.,R,R,R,LAD,SF,B,,,0,1,2024,-1.23,0.13,0.7,1.09,,518692,,2,3,Bot,,,,,,,7.241971851,-133.7054479,-4.389490205,-16.24354291,27.81995758,-29.92179282,3.42,1.61,,,,93.5,1960,7.2,746169,672275,527038,642731,656305,605113,624424,808982,573262,53.31,,,,,,,,27,2,Sinker,2,2,2,2,2,2,2,2,Standard,Standard,235,0,0.013,,,,-0.013,,0,0,0.538,0.538,27,29,28,29,2,1,5,1,5,1,2.57,1.23,1.23,27.3
FF,4/2/2024,94.5,-1.64,5.91,"Lopez, Nicky",670032,625643,,foul,,,,,2,Nicky Lopez singles on a ground ball to left fielder Adam Duvall.,R,L,R,CWS,ATL,S,,,1,0,2024,-0.31,1.34,-0.27,2.94,,,,2,5,Bot,,,,,,,4.284527892,-137.5410092,-5.119628782,-4.89260238,28.38007918,-14.1492385,3.09,1.41,117,61.1,15,95.2,1929,6.6,746814,644433,621566,645277,663586,606115,594807,671739,660670,53.95,,,,,,,,35,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,206,0,-0.02,,,,0.02,88,0,0,0.514,0.514,30,29,30,29,2,1,,1,7,2,1.19,0.31,-0.31,44.9
ST,4/2/2024,73.7,2.34,4.86,"McCarthy, Jake",664983,641482,,ball,,,,,13,Jake McCarthy singles on a line drive to right fielder Juan Soto.,R,L,L,AZ,NYY,B,,,1,2,2024,-1.62,0.27,-0.97,0.43,,,,1,4,Bot,,,,,,,-3.916526759,-107.3364726,-2.164983242,-11.73597915,19.548993,-29.89147688,3.34,1.58,,,,73.6,2557,6.2,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.25,,,,,,,,32,4,Sweeper,3,0,3,0,0,3,3,0,Infield shade,Standard,274,0,0.027,,,,-0.027,,3,3,0.858,0.858,29,26,30,27,2,1,5,1,6,3,3.93,-1.62,-1.62,27.2
SI,4/2/2024,92,1.99,5.13,"Casas, Triston",671213,622072,,foul,,,,,5,Triston Casas called out on strikes.,R,L,L,OAK,BOS,S,,,2,2,2024,1.11,1.03,0.17,2.45,646240,622569,,1,3,Top,,,,,,,-6.958448049,-133.7912467,-3.126335897,14.82672327,30.19030307,-19.35173278,3.71,1.73,219,71.3,32,91.3,2014,6,745680,669127,676116,680869,605204,669397,664913,668709,671732,54.49,,,,,,,,23,5,Sinker,2,3,3,2,3,2,3,2,Strategic,Standard,126,0,0,,,,0,88,-1,1,0.299,0.701,33,24,33,24,2,1,5,1,7,1,1.68,1.11,1.11,25.4
FC,4/2/2024,93,-0.62,6.31,"Stubbs, Garrett",596117,668933,walk,ball,,,,,14,Garrett Stubbs walks.,R,L,R,PHI,CIN,B,,,3,1,2024,0.11,0.71,0.98,1.36,,,,2,5,Bot,,,,,,,3.817128663,-135.1910492,-8.35171992,0.503242797,29.2045034,-21.83311765,2.95,1.3,,,,91.9,2213,5.6,745598,663886,687952,663697,600869,682829,668715,666181,641584,54.86,,0.689131,0.7,1,0,0,,37,5,Cutter,2,1,2,1,1,2,2,1,Infield shade,Standard,212,0.012,0.069,,,,-0.069,,1,1,0.677,0.677,26,31,26,31,2,1,,,6,6,1.93,-0.11,0.11,46.8
FF,4/2/2024,90.4,2.55,5.73,"Madrigal, Nick",663611,607536,double,hit_into_play,,,,,1,Nick Madrigal doubles (2) on a line drive to right fielder Kris Bryant.   Dansby Swanson scores.    Ian Happ scores.,R,R,L,CHC,COL,X,9,line_drive,1,1,2024,0.82,0.97,-0.36,3.03,,621020,664023,1,3,Bot,135.77,75.35,,,,,-9.051904767,-131.3720411,-2.838731208,11.44255023,28.75757631,-20.53897114,2.93,1.29,269,86.6,19,90.8,2356,6.7,746898,553869,669911,663898,641857,678662,666134,686668,592178,53.82,0.714,0.698,1.25,1,1,1,4,28,3,4-Seam Fastball,4,0,4,0,0,6,6,0,Strategic,Standard,137,0.053,1.619,,,0.876,-1.619,88,4,4,0.913,0.913,31,27,31,27,2,1,5,1,6,1,1.83,0.82,-0.82,29.7
