pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
SL,4/2/2024,84.4,2.33,5.76,"Hicks, Aaron",543305,666200,,blocked_ball,,,,,13,Aaron Hicks singles on a ground ball to center fielder Jazz Chisholm Jr.  Zach Neto scores.,R,R,L,MIA,LAA,B,,,0,0,2024,0.28,0.23,-1.48,0.03,687263,,,1,6,Top,,,,,,,-9.297559918,-122.5019983,-7.35537332,4.555026554,23.17227164,-28.53559622,3.45,1.8,,,,83.5,2269,5.7,746086,663743,669394,650333,681146,641313,650559,665862,541645,54.77,,,,,,,,37,1,Slider,0,1,1,0,1,0,1,0,Strategic,Standard,96,0,0.048,,,,-0.048,,-1,1,0.272,0.728,26,34,27,35,3,2,5,1,6,1,2.97,0.28,-0.28,40
FF,4/2/2024,92.5,-2.93,5.87,"Judge, Aaron",592450,668678,field_out,hit_into_play,,,,,1,Aaron Judge flies out to right fielder Jake McCarthy.,R,R,R,AZ,NYY,X,9,fly_ball,0,1,2024,-0.62,1.45,-0.41,3.41,,,665742,1,6,Top,208.73,120.44,,,,,7.855902171,-134.6031174,-3.717828591,-9.12779691,26.47771257,-13.82301249,3.99,1.96,282,90.2,45,93.6,2260,6.7,747220,672515,572233,606466,553993,672695,666971,678489,664983,53.77,0.006,0.008,0,1,0,0,3,44,2,4-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard,208,0.029,-0.253,,,0.013,0.253,90.2,3,-3,0.868,0.132,28,32,29,32,3,2,5,1,6,1,1.19,0.62,0.62,43.2
FF,4/2/2024,95.2,-2.05,5.15,"Naylor, Bo",666310,622491,,foul,,,,,2,Bo Naylor singles on a ground ball to right fielder Mitch Haniger.,R,L,R,SEA,CLE,S,,,2,2,2024,-0.97,0.79,-0.01,2.86,,,,1,6,Top,,,,,,,7.361399689,-138.5105278,-2.149745317,-14.0314852,28.62554158,-21.66294977,3.41,1.57,210,77.4,22,93.6,2047,5.2,745273,663728,664034,593871,668942,641487,686527,677594,571745,55.29,,,,,,,,44,5,4-Seam Fastball,0,4,4,0,4,0,4,0,Infield shade,Standard,232,0,0,,,,0,88,-4,4,0.081,0.919,31,24,32,24,3,2,5,1,6,1,1.71,0.97,-0.97,18.2
FC,4/2/2024,88.3,-1.94,5.45,"Yelich, Christian",592885,686973,strikeout,swinging_strike,,,,,13,Christian Yelich strikes out swinging.,R,L,R,MIL,MIN,S,2,,3,2,2024,0.04,0.21,-1.15,1.78,,,,2,4,Bot,,,,,,,1.870927979,-128.7169773,-3.385858287,0.082557552,24.85655117,-29.36644552,3.21,1.62,,,,89.5,2489,6.8,746009,543877,467793,666397,650489,621043,670242,621439,596146,53.75,,0,0,1,0,0,,37,6,Cutter,3,1,3,1,1,3,3,1,Infield shade,Standard,154,-0.007,-0.125,,,,0.125,,2,2,0.768,0.768,26,32,27,33,3,2,,2,7,1,2.69,-0.04,0.04,36.6
ST,4/2/2024,82.2,2.18,6.3,"Duvall, Adam",594807,676979,,foul,,,,,5,Adam Duvall flies out to right fielder Dominic Fletcher.,R,R,L,CWS,ATL,S,,,1,1,2024,-1.27,-0.12,-0.02,2.2,,,,1,7,Top,,,,,,,-2.566094065,-119.8049167,-2.563763662,-11.72798657,23.15389232,-33.07187412,3.35,1.57,338,101,25,83.3,2373,6.9,746814,455117,683734,670032,660162,669699,643217,673357,666150,53.57,,,,,,,,47,3,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,305,0,-0.039,,,,0.039,101,0,0,0.539,0.461,25,35,25,36,3,2,5,2,5,3,3.49,-1.27,1.27,42.7
CU,4/2/2024,78.2,-1.55,6.03,"Bryant, Kris",592178,665871,field_out,hit_into_play,,,,,13,"Kris Bryant grounds out, third baseman Nick Madrigal to first baseman Garrett Cooper.",R,R,R,CHC,COL,X,5,ground_ball,1,2,2024,1.3,-0.75,-0.04,1.57,,453568,,2,6,Top,91.49,168.95,,,,,0.835001774,-113.7289083,-1.181403945,10.92663293,25.95924192,-38.56439961,3.32,1.69,85,93.9,5,77.9,2457,6.6,746898,665804,643265,663538,663611,621020,664023,641355,673548,53.86,0.517,0.467,0,1,0,0,4,52,4,Curveball,7,0,0,7,0,7,0,7,Standard,Standard,50,0.003,-0.234,,,0.565,0.234,93.9,7,-7,0.991,0.009,26,32,27,32,3,2,,1,6,1,4.56,-1.3,-1.3,57.6
CH,4/2/2024,86.6,-1.34,4.88,"HernÃ¡ndez, Enrique",571771,657277,single,hit_into_play,,,,,8,Enrique HernÃ¡ndez singles on a sharp line drive to left fielder Michael Conforto.   Teoscar HernÃ¡ndez scores.    Gavin Lux scores.,R,R,R,LAD,SF,X,7,line_drive,3,1,2024,-0.5,-0.41,0.18,2.04,606192,666158,,1,4,Bot,94.94,81.58,,,,,4.729940299,-126.1117042,0.230879885,-6.275345676,23.99142319,-36.83297253,3.28,1.61,188,106.4,10,88.2,1398,7.1,746169,672275,527038,642731,656305,605113,624424,808982,573262,53.37,0.889,0.874,0.9,1,1,0,4,35,5,Changeup,3,2,3,2,2,5,5,2,Strategic,Standard,271,0.098,0.854,,,1.118,-0.854,106.4,1,1,0.771,0.771,27,32,28,33,2,1,5,2,5,1,3.43,0.5,0.5,21.1
SL,4/2/2024,81.7,3.1,5.03,"RamÃ­rez, Harold",623912,571760,,blocked_ball,,,,,13,Harold RamÃ­rez singles on a line drive to right fielder Adolis GarcÃ­a.   Yandy DÃ­az to 3rd.,R,R,L,TB,TEX,B,,,2,2,2024,-0.43,-0.15,-1.97,0.12,,,650490,2,5,Bot,,,,,,,-10.60306724,-118.5913294,-4.141065439,-2.003287423,23.20636588,-32.99175915,3.32,1.66,,,,81.7,2450,6.5,745111,641680,665120,543760,669701,608369,694497,665750,666969,54.03,,,,,,,,38,5,Slider,1,0,1,0,0,1,1,0,Standard,Standard,325,0,0.072,,,,-0.072,,1,1,0.689,0.689,33,29,33,30,3,2,,2,6,1,3.59,-0.43,0.43,29.2
SL,4/2/2024,80.8,2.12,4.67,"Casas, Triston",671213,622072,,ball,,,,,12,Triston Casas walks.,R,L,L,OAK,BOS,B,,,0,0,2024,-0.66,-0.19,1.56,3.26,,,,0,6,Top,,,,,,,0.005800096,-117.6319144,3.790467476,-6.134869826,21.00075234,-34.8697418,3.49,1.88,,,,80.5,2001,5.9,745680,669127,676116,680869,605204,669397,664913,668709,671732,54.61,,,,,,,,46,1,Slider,4,3,3,4,3,4,3,4,Infield shade,Standard,313,0,0.034,,,,-0.034,,1,-1,0.667,0.333,33,24,33,24,3,2,5,1,7,1,3.67,-0.66,-0.66,16.8
FF,4/2/2024,94.9,-2.13,5.12,"Naylor, Bo",666310,622491,,foul,,,,,5,Bo Naylor singles on a ground ball to right fielder Mitch Haniger.,R,L,R,SEA,CLE,S,,,2,1,2024,-1.05,0.98,0.15,2.47,,,,1,6,Top,,,,,,,8.144452371,-137.9573564,-3.390534584,-15.2874284,31.32570132,-19.09772301,3.41,1.57,263,78.5,37,93,2078,5.3,745273,663728,664034,593871,668942,641487,686527,677594,571745,55.24,,,,,,,,44,4,4-Seam Fastball,0,4,4,0,4,0,4,0,Infield shade,Standard,242,0,-0.049,,,,0.049,88,-4,4,0.081,0.919,31,24,32,24,3,2,5,1,6,1,1.56,1.05,-1.05,17.1
SL,4/2/2024,83.9,-3.1,5.56,"Judge, Aaron",592450,668678,,called_strike,,,,,5,Aaron Judge flies out to right fielder Jake McCarthy.,R,R,R,AZ,NYY,S,,,0,0,2024,0.5,0.39,0.18,2.59,,,665742,1,6,Top,,,,,,,6.630710031,-122.1511581,-1.344531391,3.993334344,20.30844616,-28.13927911,3.97,1.69,,,,85.2,2373,6.7,747220,672515,572233,606466,553993,672695,666971,678489,664983,53.77,,,,,,,,44,1,Slider,3,0,0,3,0,3,0,3,Standard,Standard,69,0,-0.047,,,,0.047,,3,-3,0.868,0.132,28,32,29,32,3,2,5,1,6,1,2.8,-0.5,-0.5,36.8
FF,4/2/2024,96.3,2.37,5.92,"Rendon, Anthony",543685,666200,field_out,hit_into_play,,,,,5,Anthony Rendon flies out to center fielder Jazz Chisholm Jr.  Zach Neto to 3rd.,R,R,L,MIA,LAA,X,8,fly_ball,2,2,2024,1.43,1.01,0.02,2.73,,687263,,0,6,Top,129.63,55.72,,,,,-9.346182918,-139.8658908,-5.091046611,20.94983595,33.18669327,-17.89163875,3.36,1.65,379,97.6,27,94.9,2084,5.7,746086,663743,669394,650333,681146,641313,650559,665862,541645,54.82,0.357,0.553,0,1,0,0,6,36,5,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,130,0.007,-0.336,,,1.012,0.336,97.6,-1,1,0.265,0.735,26,34,27,34,3,2,5,1,6,3,1.46,1.43,-1.43,42.6
SI,4/2/2024,91.5,1.99,4.58,"Reyes, Pablo",622569,622072,field_out,hit_into_play,,,,,2,Pablo Reyes flies out to right fielder Lawrence Butler.,R,R,L,OAK,BOS,X,9,fly_ball,2,2,2024,1.62,0.56,0.26,3.07,,,,2,5,Top,174.09,99.56,,,,,-7.812314301,-133.0082851,0.838565641,20.87180193,27.80661116,-25.91906076,3.35,1.64,275,84.5,40,91.2,1959,6.1,745680,669127,676116,680869,605204,669397,664913,668709,671732,54.42,0.009,0.013,0,1,0,0,3,40,6,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,117,0.014,-0.084,,,0.023,0.084,88,1,-1,0.699,0.301,33,30,33,31,3,2,5,3,7,3,2.16,1.62,-1.62,14.1
SL,4/2/2024,87.2,-2.28,6.72,"Wade, Tyler",642180,571945,field_out,hit_into_play,,,,,2,"Tyler Wade bunt grounds out softly, catcher Willson Contreras to first baseman Paul Goldschmidt.",R,L,R,SD,STL,X,2,ground_ball,2,1,2024,0.21,0.48,-0.05,3.09,,,,2,6,Bot,127.23,201.44,,,,,4.896086278,-126.9947932,-3.539247349,1.283380194,25.40028549,-26.51319606,3.23,1.49,1,52.3,-73,86.8,2357,5.9,745439,575929,502671,680977,571448,691026,672279,687363,691023,54.56,0.151,0.177,0,1,0,0,1,49,4,Slider,2,3,2,3,3,2,2,3,Standard,Standard,155,-0.019,0.017,,,0.151,-0.017,88,-1,-1,0.319,0.319,35,29,36,30,3,2,5,2,6,1,2.51,-0.21,0.21,52.5
SI,4/2/2024,96.4,2.35,5.88,"Rendon, Anthony",543685,666200,,ball,,,,,12,Anthony Rendon flies out to center fielder Jazz Chisholm Jr.  Zach Neto to 3rd.,R,R,L,MIA,LAA,B,,,1,2,2024,1.53,0.93,0.93,4.51,,687263,,0,6,Top,,,,,,,-7.143855424,-140.1652993,-0.186775387,21.84534508,31.80598035,-20.10890198,3.2,1.51,,,,95,2154,5.5,746086,663743,669394,650333,681146,641313,650559,665862,541645,54.98,,,,,,,,36,4,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,126,0,0.072,,,,-0.072,,-1,1,0.265,0.735,26,34,27,34,3,2,5,1,6,3,1.53,1.53,-1.53,32.5
SL,4/2/2024,80.9,3.12,5.03,"RamÃ­rez, Harold",623912,571760,,swinging_strike,,,,,13,Harold RamÃ­rez singles on a line drive to right fielder Adolis GarcÃ­a.   Yandy DÃ­az to 3rd.,R,R,L,TB,TEX,S,,,2,1,2024,-0.32,-0.27,-1.22,0.97,,,650490,2,5,Bot,,,,,,,-9.100682652,-117.5062893,-1.873325447,-1.148172755,22.99839876,-34.49917848,3.25,1.5,,,,81.1,2388,6.6,745111,641680,665120,543760,669701,608369,694497,665750,666969,53.91,,,,,,,,38,4,Slider,1,0,1,0,0,1,1,0,Standard,Standard,311,0,-0.061,,,,0.061,,1,1,0.689,0.689,33,29,33,30,3,2,,2,6,1,3.77,-0.32,0.32,32.6
FF,4/2/2024,95.2,2.31,6.2,"Duvall, Adam",594807,676979,,called_strike,,,,,3,Adam Duvall flies out to right fielder Dominic Fletcher.,R,R,L,CWS,ATL,S,,,1,0,2024,0.57,1.42,0.77,3.25,,,,1,7,Top,,,,,,,-5.393917303,-138.571633,-5.413839777,8.438317616,28.26612127,-12.86271684,3.33,1.53,,,,97,2479,7.1,746814,455117,683734,670032,660162,669699,643217,673357,666150,53.42,,,,,,,,47,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,139,0,-0.032,,,,0.032,,0,0,0.539,0.461,25,35,25,36,3,2,5,2,5,3,1.08,0.57,-0.57,35
FC,4/2/2024,91.2,-1.65,5.44,"Yelich, Christian",592885,686973,,ball,,,,,14,Christian Yelich strikes out swinging.,R,L,R,MIL,MIN,B,,,2,2,2024,0.19,0.25,1.45,0.36,,,,2,4,Bot,,,,,,,7.436897576,-132.5376772,-7.503435944,0.806397902,26.17703802,-27.8265443,3.24,1.75,,,,92.1,2490,6.7,746009,543877,467793,666397,650489,621043,670242,621439,596146,53.76,,,,,,,,37,5,Cutter,3,1,3,1,1,3,3,1,Infield shade,Standard,159,0,0.041,,,,-0.041,,2,2,0.768,0.768,26,32,27,33,3,2,,2,7,1,2.48,-0.19,0.19,39.1
CH,4/2/2024,86.2,-3.3,5.53,"Soto, Juan",665742,668678,single,hit_into_play,,,,,4,Juan Soto singles on a sharp ground ball to center fielder Jorge Barrosa.,R,L,R,AZ,NYY,X,8,ground_ball,3,1,2024,-1.03,0.86,-0.57,2.41,,,,1,6,Top,138.22,125.29,,,,,8.650878521,-125.2401743,-2.916751892,-12.61655596,25.6882966,-22.72792954,3.07,1.44,78,113.3,3,86.9,1481,6.9,747220,672515,572233,606466,553993,672695,666971,678489,664983,53.62,0.649,0.608,0.9,1,1,0,4,43,5,Changeup,3,0,0,3,0,3,0,3,Infield shade,Standard,229,-0.027,0.16,,,0.729,-0.16,113.3,3,-3,0.895,0.105,28,25,29,26,3,2,5,1,6,1,2.22,1.03,-1.03,31.4
FF,4/2/2024,94.6,-2.11,5.17,"Naylor, Bo",666310,622491,,called_strike,,,,,9,Bo Naylor singles on a ground ball to right fielder Mitch Haniger.,R,L,R,SEA,CLE,S,,,2,0,2024,-1.16,1.06,0.28,1.96,,,,1,6,Top,,,,,,,8.636270967,-137.4254749,-4.939783655,-16.66464051,31.01464322,-17.84451647,3.25,1.57,,,,92.7,2171,5.3,745273,663728,664034,593871,668942,641487,686527,677594,571745,55.2,,,,,,,,44,3,4-Seam Fastball,0,4,4,0,4,0,4,0,Infield shade,Standard,230,0,-0.041,,,,0.041,,-4,4,0.081,0.919,31,24,32,24,3,2,5,1,6,1,1.5,1.16,-1.16,18.5
SI,4/2/2024,91.3,-1.07,4.9,"HernÃ¡ndez, Enrique",571771,657277,,ball,,,,,12,Enrique HernÃ¡ndez singles on a sharp line drive to left fielder Michael Conforto.   Teoscar HernÃ¡ndez scores.    Gavin Lux scores.,R,R,R,LAD,SF,B,,,2,1,2024,-1.12,0.16,1.48,2.51,606192,666158,,1,4,Bot,,,,,,,9.002837983,-132.6510851,-0.436732882,-15.15657447,28.95760896,-30.43373953,3.39,1.59,,,,92.9,1924,7.3,746169,672275,527038,642731,656305,605113,624424,808982,573262,53.15,,,,,,,,35,4,Sinker,3,2,3,2,2,3,3,2,Strategic,Standard,242,0,0.105,,,,-0.105,,1,1,0.771,0.771,27,32,28,33,2,1,5,2,5,1,2.59,1.12,1.12,20.7
SI,4/2/2024,94.3,-1.97,5.81,"Abreu, JosÃ©",547989,621244,single,hit_into_play,,,,,5,JosÃ© Abreu singles on a ground ball to right fielder George Springer.   Yainer Diaz to 3rd.,R,R,R,HOU,TOR,X,9,ground_ball,2,2,2024,-1.39,0.91,0.1,2.25,,,673237,0,7,Bot,190.04,116.6,,,,,8.49084847,-136.9323461,-5.555295595,-19.37683435,30.74774593,-19.70199354,3.36,1.61,84,102.7,2,94.5,1963,6.5,746411,672386,665489,643396,676391,666182,676914,595281,543807,53.96,0.549,0.522,0.9,1,1,0,4,48,5,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,222,0.071,0.693,,,0.628,-0.693,102.7,1,1,0.822,0.822,30,37,30,37,3,2,5,1,6,3,1.67,1.39,1.39,43.6
ST,4/2/2024,78.9,-1.59,6.01,"Bryant, Kris",592178,665871,,called_strike,,,,,9,"Kris Bryant grounds out, third baseman Nick Madrigal to first baseman Garrett Cooper.",R,R,R,CHC,COL,S,,,1,1,2024,1.32,-0.44,0.37,1.58,,453568,,2,6,Top,,,,,,,1.817445981,-114.8979777,-1.933824007,11.17508763,24.06565909,-35.88657816,3.16,1.66,,,,78.9,2483,6.5,746898,665804,643265,663538,663611,621020,664023,641355,673548,53.96,,,,,,,,52,3,Sweeper,7,0,0,7,0,7,0,7,Standard,Standard,46,0,-0.066,,,,0.066,,7,-7,0.991,0.009,26,32,27,32,3,2,,1,6,1,4.14,-1.32,-1.32,54.6
FF,4/2/2024,90.5,0.78,5.71,"Moreno, Gabriel",672515,641482,walk,ball,,,,,13,Gabriel Moreno walks.,R,R,L,AZ,NYY,B,,,3,2,2024,0.08,1.56,-1.18,1.68,,,,0,6,Bot,,,,,,,-5.043418288,-131.5157056,-7.405888618,1.989754215,28.73022576,-12.67959957,3.26,1.52,,,,90.2,2353,6.3,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.22,,0.689131,0.7,1,0,0,,46,6,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,157,0.011,0.333,,,,-0.333,,3,3,0.918,0.918,29,24,30,24,3,2,5,1,6,1,1.24,0.08,-0.08,51.8
SL,4/2/2024,83.6,2.29,5.85,"Rendon, Anthony",543685,666200,,foul,,,,,8,Anthony Rendon flies out to center fielder Jazz Chisholm Jr.  Zach Neto to 3rd.,R,R,L,MIA,LAA,S,,,1,1,2024,0.07,0.28,-0.21,1.65,,687263,,0,6,Top,,,,,,,-5.795096181,-121.5824447,-3.760415295,1.849877587,23.45743551,-28.9036351,3.36,1.65,4,93,-24,82.4,2328,5.4,746086,663743,669394,650333,681146,641313,650559,665862,541645,55.05,,,,,,,,36,3,Slider,0,1,1,0,1,0,1,0,Standard,Standard,67,0,-0.098,,,,0.098,93,-1,1,0.265,0.735,26,34,27,34,3,2,5,1,6,3,2.98,0.07,-0.07,36.5
ST,4/2/2024,79.1,-1.52,5.9,"Bryant, Kris",592178,665871,,blocked_ball,,,,,14,"Kris Bryant grounds out, third baseman Nick Madrigal to first baseman Garrett Cooper.",R,R,R,CHC,COL,B,,,0,1,2024,1.15,-0.48,1.68,0.12,,453568,,2,6,Top,,,,,,,4.883016855,-115.0147896,-4.808301224,8.981459511,25.1172219,-35.54290931,3.15,1.66,,,,79.1,2437,6.7,746898,665804,643265,663538,663611,621020,664023,641355,673548,53.75,,,,,,,,52,2,Sweeper,7,0,0,7,0,7,0,7,Standard,Standard,44,0,0.013,,,,-0.013,,7,-7,0.991,0.009,26,32,27,32,3,2,,1,6,1,4.18,-1.15,-1.15,56.6
CH,4/2/2024,86.8,-2.19,4.91,"Naylor, Bo",666310,622491,,ball,,,,,14,Bo Naylor singles on a ground ball to right fielder Mitch Haniger.,R,L,R,SEA,CLE,B,,,1,0,2024,-1.55,-0.23,0.28,0.43,,,,1,6,Top,,,,,,,8.896123602,-126.0344348,-4.000352472,-18.35474609,24.84432024,-33.98953604,3.24,1.49,,,,85.2,1511,5.3,745273,663728,664034,593871,668942,641487,686527,677594,571745,55.21,,,,,,,,44,2,Changeup,0,4,4,0,4,0,4,0,Standard,Standard,261,0,0.046,,,,-0.046,,-4,4,0.081,0.919,31,24,32,24,3,2,5,1,6,1,3.26,1.55,-1.55,11.8
SI,4/2/2024,96.3,-1.73,5.34,"Davis, J.D.",605204,678394,field_out,hit_into_play,,,,,6,J.D. Davis grounds out to first baseman Bobby Dalbec.,R,R,R,OAK,BOS,X,3,ground_ball,1,2,2024,-1.1,0.43,0.64,2.23,,669397,668709,2,5,Bot,154.97,165.36,,,,,8.763555673,-140.0234823,-3.685531013,-16.35319819,28.89743491,-25.8562244,3.41,1.6,7,82.2,-16,96.6,2079,6.3,745680,657136,666915,622569,646240,596115,680776,678882,641933,54.22,0.069,0.052,0,1,0,0,2,45,4,Sinker,4,3,4,3,3,4,4,3,Standard,Standard,236,-0.041,-0.301,,,0.069,0.301,88,1,1,0.708,0.708,25,31,25,31,3,2,5,2,7,1,2.01,1.1,1.1,30.9
KC,4/2/2024,85,-1.84,5.47,"Yelich, Christian",592885,686973,,swinging_strike,,,,,8,Christian Yelich strikes out swinging.,R,L,R,MIL,MIN,S,,,2,1,2024,0.05,-0.73,-0.01,1.57,,,,2,4,Bot,,,,,,,4.235893369,-123.7365058,-1.392694481,-0.297912929,23.70504978,-39.5917765,3.21,1.62,,,,86.1,2422,6.9,746009,543877,467793,666397,650489,621043,670242,621439,596146,53.61,,,,,,,,37,4,Knuckle Curve,3,1,3,1,1,3,3,1,Infield shade,Standard,55,0,-0.032,,,,0.032,,2,2,0.768,0.768,26,32,27,33,3,2,,2,7,1,3.87,-0.05,0.05,42.4
FF,4/2/2024,94.3,2.17,6.34,"Duvall, Adam",594807,676979,,ball,,,,,11,Adam Duvall flies out to right fielder Dominic Fletcher.,R,R,L,CWS,ATL,B,,,0,0,2024,0.36,1.56,-1.06,2.88,,,,1,7,Top,,,,,,,-9.305094836,-136.9933017,-6.843765352,6.583610802,29.17069042,-11.12665296,3.33,1.58,,,,95.4,2533,6.9,746814,455117,683734,670032,660162,669699,643217,673357,666150,53.59,,,,,,,,47,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,145,0,0.025,,,,-0.025,,0,0,0.539,0.461,25,35,25,36,3,2,5,2,5,3,1,0.36,-0.36,42.7
SI,4/2/2024,91.4,-1.14,4.91,"HernÃ¡ndez, Enrique",571771,657277,,called_strike,,,,,3,Enrique HernÃ¡ndez singles on a sharp line drive to left fielder Michael Conforto.   Teoscar HernÃ¡ndez scores.    Gavin Lux scores.,R,R,R,LAD,SF,S,,,2,0,2024,-1.11,0.16,0.51,3.09,606192,666158,,1,4,Bot,,,,,,,6.642650387,-132.9282712,0.975978667,-14.54195187,28.24974653,-30.65718554,3.46,1.59,,,,93,2032,7.2,746169,672275,527038,642731,656305,605113,624424,808982,573262,53.28,,,,,,,,35,3,Sinker,3,2,3,2,2,3,3,2,Strategic,Standard,238,0,-0.104,,,,0.104,,1,1,0.771,0.771,27,32,28,33,2,1,5,2,5,1,2.57,1.11,1.11,22.1
SI,4/2/2024,94.3,-2.08,5.74,"Abreu, JosÃ©",547989,621244,,ball,,,,,14,JosÃ© Abreu singles on a ground ball to right fielder George Springer.   Yainer Diaz to 3rd.,R,R,R,HOU,TOR,B,,,1,2,2024,-1.56,0.93,1.25,2.35,,,673237,0,7,Bot,,,,,,,12.13608983,-136.692041,-5.097713722,-22.32304017,32.17721614,-19.55440165,3.33,1.65,,,,94.1,2164,6.6,746411,672386,665489,643396,676391,666182,676914,595281,543807,53.95,,,,,,,,48,4,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,225,0,0.067,,,,-0.067,,1,1,0.822,0.822,30,37,30,37,3,2,5,1,6,3,1.67,1.56,1.56,40.2
CH,4/2/2024,86.3,-3.29,5.51,"Soto, Juan",665742,668678,,ball,,,,,11,Juan Soto singles on a sharp ground ball to center fielder Jorge Barrosa.,R,L,R,AZ,NYY,B,,,2,1,2024,-0.85,0.58,-1.26,2.37,,,,1,6,Top,,,,,,,6.60343699,-125.4604809,-2.432026232,-10.35637867,25.64193595,-25.72767055,3.16,1.56,,,,86.9,1492,6.7,747220,672515,572233,606466,553993,672695,666971,678489,664983,53.76,,,,,,,,43,4,Changeup,3,0,0,3,0,3,0,3,Infield shade,Standard,225,0,0.077,,,,-0.077,,3,-3,0.895,0.105,28,25,29,26,3,2,5,1,6,1,2.49,0.85,-0.85,38.2
SI,4/2/2024,91.6,2.12,4.58,"Reyes, Pablo",622569,622072,,foul,,,,,12,Pablo Reyes flies out to right fielder Lawrence Butler.,R,R,L,OAK,BOS,S,,,2,2,2024,1.62,0.63,1.01,2.89,,,,2,5,Top,,,,,,,-6.254321353,-133.296426,0.226076403,20.63045021,28.64526991,-24.93508978,3.35,1.64,261,83,43,91.2,2038,6,745680,669127,676116,680869,605204,669397,664913,668709,671732,54.47,,,,,,,,40,5,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,119,0,0,,,,0,88,1,-1,0.699,0.301,33,30,33,31,3,2,5,3,7,3,2.09,1.62,-1.62,15.9
FF,4/2/2024,90.7,0.94,5.74,"Moreno, Gabriel",672515,641482,,called_strike,,,,,9,Gabriel Moreno walks.,R,R,L,AZ,NYY,S,,,3,1,2024,0.08,1.55,0.63,1.64,,,,0,6,Bot,,,,,,,-0.929237937,-131.9686545,-7.571702237,1.137393396,28.80536966,-12.6904521,3.32,1.48,,,,90.1,2294,6,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.51,,,,,,,,46,5,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,159,0,-0.076,,,,0.076,,3,3,0.918,0.918,29,24,30,24,3,2,5,1,6,1,1.23,0.08,-0.08,52.1
FF,4/2/2024,90.3,3.11,4.94,"RamÃ­rez, Harold",623912,571760,,swinging_strike,,,,,12,Harold RamÃ­rez singles on a line drive to right fielder Adolis GarcÃ­a.   Yandy DÃ­az to 3rd.,R,R,L,TB,TEX,S,,,2,0,2024,1.39,1.32,0.5,3.42,,,650490,2,5,Bot,,,,,,,-9.495258792,-131.1425767,-0.576889389,18.05557966,29.76513007,-17.06800245,3.25,1.5,,,,90.5,2381,6.7,745111,641680,665120,543760,669701,608369,694497,665750,666969,53.84,,,,,,,,38,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,124,0,-0.04,,,,0.04,,1,1,0.689,0.689,33,29,33,30,3,2,,2,6,1,1.5,1.39,-1.39,30.3
SL,4/2/2024,86.4,-2.62,6.51,"Wade, Tyler",642180,571945,,ball,,,,,13,"Tyler Wade bunt grounds out softly, catcher Willson Contreras to first baseman Paul Goldschmidt.",R,L,R,SD,STL,B,,,1,1,2024,0.3,0.32,-0.85,1.88,,,,2,6,Bot,,,,,,,3.594887234,-125.7395681,-5.465960085,2.422784033,25.05798037,-27.83899026,3.21,1.57,,,,86.2,2246,6.1,745439,575929,502671,680977,571448,691026,672279,687363,691023,54.35,,,,,,,,49,3,Slider,2,3,2,3,3,2,2,3,Standard,Standard,174,0,0.023,,,,-0.023,,-1,-1,0.319,0.319,35,29,36,30,3,2,5,2,6,1,2.72,-0.3,0.3,46.7
